Front	Back	Tags
<b>La obtención de energía por los organismos heterótrofos es mediante:</b><br><br>A. El $\text{O}_{2}$ generado por la respiración aeróbica.<br>B. La transformación de $\text{H}_{2}\text{O}$ y $\text{CO}_{2}$ en hidratos de carbono simples.<br>C. El uso de biomoléculas ya sintetizadas por los organismos autótrofos.<br>D. La fotosíntesis.<br>	"<b style=""color:green;'>✅ C. El uso de biomoléculas ya sintetizadas por los organismos autótrofos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Streptococcus pyogenes es una bacteria que presenta características positivas frente a la tinción de Gram debido a:</b><br><br>A. La composición de su membrana plasmática.<br>B. Su morfología celular.<br>C. Las características de su protoplasma.<br>D. La composición de su pared celular.<br>	"<b style=""color:green;'>✅ D. La composición de su pared celular.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Puede afirmarse que la molécula de agua:</b><br><br>A. Es de carácter polar.<br>B. No se disocia debido a sus uniones covalentes.<br>C. Forma un tripolo.<br>D. Se une a otras moléculas mediante puentes salinos.<br>	"<b style=""color:green;'>✅ A. Es de carácter polar.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>En relación a las proteínas, es correcto afirmar que:</b><br><br>A. Están formadas por aminoácidos unidos por uniones fosfodiéster.<br>B. Las hexosas presentes en su estructura primaria le confieren funciones estructurales en las células.<br>C. La secuencia de aminoácidos determina las estructuras secundarias y terciarias.<br>D. Presentan dos extremos amino terminales en sus extremos.<br>	"<b style=""color:green;'>✅ C. La secuencia de aminoácidos determina las estructuras secundarias y terciarias.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los microtúbulos son los encargados de:</b><br><br>A. Almacenar sustancias químicas.<br>B. Sintetizar ácidos nucleicos.<br>C. Transportar vesículas.<br>D. La digestión del material celular.<br>	"<b style=""color:green;'>✅ C. Transportar vesículas.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Las permeasas se diferencian de los canales iónicos en que:</b><br><br>A. Facilitan el ingreso de moléculas polares pequeñas no cargadas a la célula.<br>B. Están formadas por proteínas.<br>C. Su velocidad de transporte es más lenta.<br>D. Son saturables.<br>	"<b style=""color:green;'>✅ C. Su velocidad de transporte es más lenta.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El reino al que pertenecen los parásitos y protozoos es:</b><br><br>A. Fungi.<br>B. Monera.<br>C. Plantae.<br>D. Protista.<br>	"<b style=""color:green;'>✅ D. Protista.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>En células eucariotas, la matriz citoplasmática hace referencia al:</b><br><br>A. Retículo endoplasmático.<br>B. Citoesqueleto.<br>C. Citosol.<br>D. Nucleoplasma.<br>	"<b style=""color:green;'>✅ C. Citosol.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La capacidad de los seres vivos para poner en juego mecanismos que permitan mantener constante el medio interno se denomina:</b><br><br>A. Irritabilidad.<br>B. Homeostasis.<br>C. Evolución.<br>D. Autopoyesis.<br>	"<b style=""color:green;'>✅ B. Homeostasis.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La membrana plasmática está compuesta mayoritariamente por:</b><br><br>A. Ácidos nucleicos.<br>B. Colesterol.<br>C. Fosfolípidos.<br>D. Hidratos de carbono.<br>	"<b style=""color:green;'>✅ C. Fosfolípidos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Con relación a las proteínas de membrana, se afirma que:</b><br><br>A. Son las responsables de la especificidad de los grupos ABO de los glóbulos rojos.<br>B. Se distribuyen de manera simétrica a ambos lados de la membrana.<br>C. Carecen de movilidad dentro de la membrana.<br>D. Pueden intervenir en los procesos de reconocimiento y adhesión celular.<br>	"<b style=""color:green;'>✅ D. Pueden intervenir en los procesos de reconocimiento y adhesión celular.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El proceso por el que una vesícula descarga su contenido hacia el medio externo se denomina:</b><br><br>A. Pinocitosis.<br>B. Autofagia.<br>C. Exocitosis.<br>D. Transcitosis.<br>	"<b style=""color:green;'>✅ C. Exocitosis.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Una función de los filamentos de actina corticales en los epitelios es:</b><br><br>A. Contracción muscular.<br>B. Formación del cinturón adhesivo.<br>C. Constitución de fibras tensoras.<br>D. Transporte de solutos.<br>	"<b style=""color:green;'>✅ B. Formación del cinturón adhesivo.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El transporte activo se caracteriza por:</b><br><br>A. Permitir el ingreso y egreso de agua a la célula.<br>B. Ser saturable.<br>C. Ocurrir sin gasto de energía.<br>D. Ser a favor del gradiente de concentración.<br>	"<b style=""color:green;'>✅ B. Ser saturable.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los glicosaminoglicanos de la MEC, debido a la composición de su estructura:</b><br><br>A. Carecen de carga.<br>B. Poseen carga positiva.<br>C. Poseen cargas equilibradas.<br>D. Poseen carga negativa.<br>	"<b style=""color:green;'>✅ D. Poseen carga negativa.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Con relación a los glicosomas, se afirma que:</b><br><br>A. Constituyen un depósito de energía para la célula.<br>B. Ocupan casi todo el citosol de los adipocitos.<br>C. Contienen pigmentos de lipofuscina en su interior.<br>D. Están formados por cristales de proteínas.<br>	"<b style=""color:green;'>✅ A. Constituyen un depósito de energía para la célula.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El método utilizado para separar organelas celulares en una muestra es:</b><br><br>A. La centrifugación diferencial.<br>B. La criofractura.<br>C. La hibridación in situ.<br>D. La electroforesis en gel.<br>	"<b style=""color:green;'>✅ A. La centrifugación diferencial.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Las ocludinas conforman:</b><br><br>A. Uniones estrechas.<br>B. Uniones tipo hemidesmosomas.<br>C. Uniones comunicantes.<br>D. Uniones tipo desmosomas.<br>	"<b style=""color:green;'>✅ A. Uniones estrechas.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los organismos del reino Hongo o Fungi:</b><br><br>A. Son procariotas.<br>B. Poseen pared celular de celulosa.<br>C. Pueden ser tanto autótrofos como heterótrofos.<br>D. Pueden ser tanto unicelulares como pluricelulares.<br>	"<b style=""color:green;'>✅ D. Pueden ser tanto unicelulares como pluricelulares.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La baja concentración de $Ca^{2+}$ en el citosol comparado con el líquido extracelular se mantiene gracias a:</b><br><br>A. La apertura de canales de $Ca^{2+}$ dependientes de voltaje.<br>B. La acción de bombas de $Ca^{2+}$ en el REL.<br>C. Su salida al medio extracelular mediante exocitosis.<br>D. Su ingreso al interior del RER.<br>	"<b style=""color:green;'>✅ B. La acción de bombas de $Ca^{2+}$ en el REL.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Puede afirmarse que una característica de los centríolos es:</b><br><br>A. Ser exclusivos de las células vegetales.<br>B. Relacionarse con la organización de microtúbulos.<br>C. Estar conformados por filamentos de actina.<br>D. Ser responsables de la movilidad celular.<br>	"<b style=""color:green;'>✅ B. Relacionarse con la organización de microtúbulos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El colágeno tipo IV se encuentra principalmente en:</b><br><br>A. Lámina basal.<br>B. Tendones y huesos.<br>C. Tejido conectivo laxo.<br>D. Cartílago.<br>	"<b style=""color:green;'>✅ A. Lámina basal.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los aminoácidos:</b><br><br>A. Poseen carga positiva cuando su punto isoeléctrico es igual al pH del medio.<br>B. Son polímeros formados por C, H, N y O principalmente.<br>C. Se unen entre sí mediante uniones fosfodiéster para formar las proteínas.<br>D. Presentan un carbono asimétrico, con excepción de la glicina.<br>	"<b style=""color:green;'>✅ D. Presentan un carbono asimétrico, con excepción de la glicina.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los glóbulos rojos que se encuentran en una solución hipotónica:</b><br><br>A. Se mantienen inalterables porque entra y sale agua de igual forma en ambos sentidos.<br>B. Pierden solutos y, por lo tanto, se crenan o achican.<br>C. Pierden agua y se crenan o achican.<br>D. Sufren el ingreso de agua y, por ello, se lisan o rompen.<br>	"<b style=""color:green;'>✅ D. Sufren el ingreso de agua y, por ello, se lisan o rompen.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Puede afirmarse que los glicosomas:</b><br><br>A. Están formados por cristales de proteínas.<br>B. Contienen pigmentos de lipofuscina en su interior.<br>C. Constituyen un depósito de energía para la célula.<br>D. Ocupan casi todo el citosol de los adipocitos.<br>	"<b style=""color:green;'>✅ C. Constituyen un depósito de energía para la célula.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los hongos se caracterizan porque:</b><br><br>A. Son fotosintéticos.<br>B. Carecen de pared celular.<br>C. Están formados por más de una célula.<br>D. Son heterótrofos.<br>	"<b style=""color:green;'>✅ D. Son heterótrofos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Las uniones intercelulares formadas por ocludinas son:</b><br><br>A. Uniones tipo desmosomas.<br>B. Uniones comunicantes.<br>C. Uniones estrechas.<br>D. Uniones tipo hemidesmosomas.<br>	"<b style=""color:green;'>✅ C. Uniones estrechas.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La glucosa y el hepatocito corresponden respectivamente a los siguientes niveles de organización de la materia:</b><br><br>A. Atómico y molecular.<br>B. Molecular y celular.<br>C. Molecular y organela.<br>D. Macromolecular y celular.<br>	"<b style=""color:green;'>✅ B. Molecular y celular.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La membrana de una célula se compone principalmente de:</b><br><br>A. Glúcidos.<br>B. Colesterol.<br>C. Fosfolípidos.<br>D. Nucleótidos.<br>	"<b style=""color:green;'>✅ C. Fosfolípidos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La concentración reducida de $Ca^{2+}$ en el citosol, en comparación con la del RE y el líquido extracelular, se mantiene gracias a:</b><br><br>A. La acción de bombas de $Ca^{2+}$ en el REL.<br>B. Su ingreso al interior del RER.<br>C. La apertura de canales de $Ca^{2+}$ dependientes de voltaje.<br>D. Su salida al medio extracelular mediante exocitosis.<br>	"<b style=""color:green;'>✅ A. La acción de bombas de $Ca^{2+}$ en el REL.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>En células epiteliales, los filamentos de actina corticales tienen como función:</b><br><br>A. Contracción muscular.<br>B. Formación del cinturón adhesivo.<br>C. Constitución de fibras tensoras.<br>D. Transporte de solutos.<br>	"<b style=""color:green;'>✅ B. Formación del cinturón adhesivo.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El colágeno tipo IV es constituyente principal de:</b><br><br>A. El cartílago.<br>B. El tejido conectivo laxo.<br>C. Los tendones y huesos.<br>D. La lámina basal.<br>	"<b style=""color:green;'>✅ D. La lámina basal.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Se puede afirmar que una característica del transporte activo es que:</b><br><br>A. Ocurre a favor del gradiente de concentración.<br>B. Sucede sin gasto energético.<br>C. Permite que el agua entre y salga de la célula.<br>D. Se satura en determinadas condiciones.<br>	"<b style=""color:green;'>✅ D. Se satura en determinadas condiciones.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La descarga de contenido de una vesícula hacia el medio externo se denomina:</b><br><br>A. Exocitosis.<br>B. Transcitosis.<br>C. Autofagia.<br>D. Fagocitosis.<br>	"<b style=""color:green;'>✅ A. Exocitosis.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los ribosomas libres en el citosol se encargan de:</b><br><br>A. Degradar proteínas defectuosas.<br>B. Producir lípidos para la membrana celular.<br>C. Transportar proteínas al núcleo.<br>D. Sintetizar proteínas que se utilizan dentro del citosol o en otras partes del citoplasma.<br>	"<b style=""color:green;'>✅ D. Sintetizar proteínas que se utilizan dentro del citosol o en otras partes del citoplasma.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La capacidad de los seres vivos para responder a estímulos externos se define como:</b><br><br>A. Irritabilidad.<br>B. Evolución.<br>C. Autopoyesis.<br>D. Homeostasis.<br>	"<b style=""color:green;'>✅ A. Irritabilidad.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los centríolos se caracterizan porque:</b><br><br>A. Son responsables de la movilidad celular.<br>B. Están presentes en las células vegetales.<br>C. Se forman de microtúbulos.<br>D. Están constituidos por actina.<br>	"<b style=""color:green;'>✅ C. Se forman de microtúbulos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El agua es una molécula que:</b><br><br>A. Debido a sus uniones covalentes no puede disociarse.<br>B. Se une a otras moléculas mediante puentes de hidrógeno.<br>C. Tiene carácter apolar.<br>D. Forma un tripolo.<br>	"<b style=""color:green;'>✅ B. Se une a otras moléculas mediante puentes de hidrógeno.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>En una solución hipotónica, los glóbulos rojos (GR):</b><br><br>A. Se crenan o achican por pérdida de agua.<br>B. Se lisan porque ingresa agua al GR.<br>C. No se alteran porque la entrada y salida de agua es igual en ambos sentidos.<br>D. Se crenan o achican porque salen solutos del GR.<br>	"<b style=""color:green;'>✅ B. Se lisan porque ingresa agua al GR.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Una diferencia entre la fosfatidicolina y un triglicérido es que la primera:</b><br><br>A. Es saponificable porque a pH alcalino forma sales de ácidos grasos.<br>B. Presenta funciones estructurales.<br>C. Es un lípido anfipático.<br>D. Posee tres ácidos grasos unidos al glicerol.<br>	"<b style=""color:green;'>✅ B. Presenta funciones estructurales.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los monómeros que conforman a los péptidos y proteínas:</b><br><br>A. Presentan un carbono asimétrico, con excepción de la glicina.<br>B. Se unen entre sí mediante uniones fosfodiéster para formar las proteínas.<br>C. Son polímeros formados por C, H, N y O principalmente.<br>D. Poseen carga positiva cuando su punto isoeléctrico es igual al pH del medio.<br>	"<b style=""color:green;'>✅ A. Presentan un carbono asimétrico, con excepción de la glicina.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Con relación a los glicosaminoglicanos presentes en la MEC, se afirma que:</b><br><br>A. Presentan carga positiva.<br>B. Presentan carga negativa.<br>C. Poseen carga neutra.<br>D. No poseen carga.<br>	"<b style=""color:green;'>✅ B. Presentan carga negativa.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Se puede afirmar que las proteínas integrales de membrana:</b><br><br>A. Están fijas dentro de dicha estructura.<br>B. Poseen una región hidrofóbica y otra hidrofílica.<br>C. Son las encargadas de la especificidad de los grupos ABO.<br>D. Carecen de actividad enzimática.<br>	"<b style=""color:green;'>✅ B. Poseen una región hidrofóbica y otra hidrofílica.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Las células procariotas se distinguen por:</b><br><br>A. Poseer su material genético disperso en el protoplasma.<br>B. Tener una pared celular constituida principalmente por celulosa.<br>C. Presentar organelas membranosas internas, como el retículo endoplasmático.<br>D. Contener un núcleo definido rodeado de una membrana nuclear.<br>	"<b style=""color:green;'>✅ A. Poseer su material genético disperso en el protoplasma.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El principal depósito intracelular de $Ca^{2+}$ en una célula es:</b><br><br>A. El aparato de Golgi.<br>B. El peroxisoma.<br>C. La mitocondria.<br>D. El REL.<br>	"<b style=""color:green;'>✅ D. El REL.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El acoplamiento eléctrico y metabólico entre células se realiza a través de las uniones denominadas:</b><br><br>A. Comunicantes.<br>B. Adherentes.<br>C. Desmosomas.<br>D. Hemidesmosomas.<br>	"<b style=""color:green;'>✅ A. Comunicantes.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>A diferencia del citosol, el citoplasma:</b><br><br>A. Es el medio líquido de las células.<br>B. Es exclusivo de las células procariotas.<br>C. Contiene todas las organelas celulares, menos el núcleo.<br>D. Es donde ocurre la replicación del ADN eucariota.<br>	"<b style=""color:green;'>✅ C. Contiene todas las organelas celulares, menos el núcleo.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los glicosaminoglicanos que forman parte de la matriz extracelular están formados por:</b><br><br>A. Hidratos de carbonos unidos entre sí y con proteínas.<br>B. Hidratos de carbono unidos entre sí y con lípidos.<br>C. Hidratos de carbono unidos entre sí y con nucleótidos.<br>D. Hidratos de carbono unidos entre sí y con la lámina basal.<br>	"<b style=""color:green;'>✅ A. Hidratos de carbonos unidos entre sí y con proteínas.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La composición de la membrana celular incluye:</b><br><br>A. Colesterol y celulosa.<br>B. Ácidos nucleicos e hidratos de carbono.<br>C. Fosfolípidos y proteínas.<br>D. Quitina y esfingomielina.<br>	"<b style=""color:green;'>✅ C. Fosfolípidos y proteínas.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La Escherichia coli, como otras bacterias, posee una pared celular compuesta por:</b><br><br>A. Un armazón de quitina.<br>B. Celulosa como compuesto principal.<br>C. Peptidoglicano.<br>D. Proteínas que forman una cápside.<br>	"<b style=""color:green;'>✅ C. Peptidoglicano.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La diferencia principal entre los organismos del Reino Monera y los del Reino Protista es que:</b><br><br>A. Los organismos del Reino Monera son procariotas, mientras que los del Reino Protista son eucariotas.<br>B. Los organismos del Reino Protista tienen paredes celulares de peptidoglicano, mientras que los primeros no tienen pared celular.<br>C. Los organismos del Reino Monera se dividen por mitosis/meiosis y los del Reino Protista se dividen por fisión binaria.<br>D. Los organismos del Reino Protista son multicelulares, mientras que los del Reino Monera son unicelulares.<br>	"<b style=""color:green;'>✅ A. Los organismos del Reino Monera son procariotas, mientras que los del Reino Protista son eucariotas.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Con respecto a la endocitosis se puede afirmar que:</b><br><br>A. Intervienen proteínas transportadoras.<br>B. Se produce a través de vesículas y con gasto de energía.<br>C. Es un tipo de transporte pasivo.<br>D. Permite el pasaje de moléculas pequeñas a través de la membrana.<br>	"<b style=""color:green;'>✅ B. Se produce a través de vesículas y con gasto de energía.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Con relación a las uniones llamadas oclusivas se puede afirmar que:</b><br><br>A. Permiten fijar las células a la matriz extracelular.<br>B. Permiten la unión entre células vecinas, haciendo que formen una capa continua.<br>C. Permiten la unión entre las células vegetales.<br>D. Permiten el pasaje de moléculas pequeñas e iones entre las células involucradas.<br>	"<b style=""color:green;'>✅ B. Permiten la unión entre células vecinas, haciendo que formen una capa continua.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La función principal de las t-SNARE en las células es:</b><br><br>A. Facilitar la fusión de vesículas con la membrana plasmática.<br>B. Transportar calcio a través de la membrana celular.<br>C. Formar la cubierta proteica en las vesículas.<br>D. Desencadenar la exocitosis en células musculares.<br>	"<b style=""color:green;'>✅ A. Facilitar la fusión de vesículas con la membrana plasmática.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El proteasoma es un complejo proteico cuya función es:</b><br><br>A. Degradar proteínas mal plegadas o dañadas mediante proteólisis, un proceso que requiere ubiquitinación previa.<br>B. Sintetizar proteínas en el retículo endoplásmico rugoso para su posterior procesamiento.<br>C. Modificar postraduccionalmente proteínas mediante la adición de grupos fosfato.<br>D. Transportar proteínas a través de la membrana nuclear.<br>	"<b style=""color:green;'>✅ A. Degradar proteínas mal plegadas o dañadas mediante proteólisis, un proceso que requiere ubiquitinación previa.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los filamentos intermedios que se encuentran mayoritariamente en las células musculares son:</b><br><br>A. Filamentos de queratina.<br>B. Filamentos de desmina.<br>C. Filamentos de vimentina.<br>D. Neurofilamentos.<br>	"<b style=""color:green;'>✅ B. Filamentos de desmina.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los canales iónicos:</b><br><br>A. Funcionan mediante complejos soluto-canal que son específicos y se saturan.<br>B. Forman parte del transporte activo de sustancias.<br>C. No pueden ser inhibidos.<br>D. Están constituidos por proteínas hidrofóbicas.<br>	"<b style=""color:green;'>✅ A. Funcionan mediante complejos soluto-canal que son específicos y se saturan.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El colágeno se asemeja a la elastina en que ambos:</b><br><br>A. Son componentes fibrosos de la matriz extracelular.<br>B. Son proteínas globulares de la matriz extracelular.<br>C. Son proteínas adhesivas de la matriz extracelular.<br>D. Son componentes fluidos de la matriz extracelular.<br>	"<b style=""color:green;'>✅ A. Son componentes fibrosos de la matriz extracelular.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Con relación a los oligosacáridos, es correcto afirmar que:</b><br><br>A. Están unidos a lípidos y proteínas en el organismo.<br>B. Están formados por la unión de 2 monómeros de hexosas.<br>C. Incluye como ejemplos al almidón y al glucógeno.<br>D. Presentan una estructura lineal, no ramificada, formada por el mismo monosacárido.<br>	"<b style=""color:green;'>✅ A. Están unidos a lípidos y proteínas en el organismo.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Las proteínas motoras involucradas en el transporte de organoides y macromoléculas a lo largo de los microtúbulos se denominan:</b><br><br>A. Miosina y actina.<br>B. Quinesina y dineína.<br>C. Tropomiosina y desmina.<br>D. Tubulina y profilina.<br>	"<b style=""color:green;'>✅ B. Quinesina y dineína.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Con relación al citosol, se afirma que:</b><br><br>A. Sus características se ajustan en respuesta a las necesidades celulares, como variaciones en la concentración de iones y metabolitos.<br>B. Presenta la misma composición en todas las células, sin diferencias notables.<br>C. Se especializa únicamente en la replicación del ADN.<br>D. Carece de impacto en la actividad metabólica celular.<br>	"<b style=""color:green;'>✅ A. Sus características se ajustan en respuesta a las necesidades celulares, como variaciones en la concentración de iones y metabolitos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los cultivos primarios se definen por:</b><br><br>A. Ser el primer paso en el establecimiento de cultivos celulares en el laboratorio.<br>B. Proliferar indefinidamente en cultivo.<br>C. Cubrir la superficie de la placa de cultivo hasta que se formen líneas celulares inmortales.<br>D. Tener un tiempo de división de solo 20 minutos.<br>	"<b style=""color:green;'>✅ A. Ser el primer paso en el establecimiento de cultivos celulares en el laboratorio.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Podemos afirmar que los canales iónicos:</b><br><br>A. Transportan sustancias de manera activa.<br>B. Se componen de proteínas hidrofóbicas.<br>C. Se saturan formando complejos soluto-canal específicos.<br>D. Carecen de mecanismos que los inhiban.<br>	"<b style=""color:green;'>✅ C. Se saturan formando complejos soluto-canal específicos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Con respecto a las bacterias, puede afirmarse que poseen una pared celular de:</b><br><br>A. Celulosa.<br>B. Glicolípidos.<br>C. Quitina.<br>D. Peptidoglicano.<br>	"<b style=""color:green;'>✅ D. Peptidoglicano.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>A nivel celular, las t-SNARE se ocupan de:</b><br><br>A. Desencadenar la exocitosis en células musculares.<br>B. Facilitar la fusión de vesículas con la membrana plasmática.<br>C. Transportar calcio a través de la membrana celular.<br>D. Formar la cubierta proteica en las vesículas.<br>	"<b style=""color:green;'>✅ B. Facilitar la fusión de vesículas con la membrana plasmática.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La fase fluida de la matriz extracelular está compuesta por glicosaminoglicanos, los que a su vez están formados por:</b><br><br>A. Hidratos de carbono unidos entre sí y con nucleótidos.<br>B. Hidratos de carbono unidos entre sí y con la lámina basal.<br>C. Hidratos de carbonos unidos entre sí y con proteínas.<br>D. Hidratos de carbono unidos entre sí y con lípidos.<br>	"<b style=""color:green;'>✅ C. Hidratos de carbonos unidos entre sí y con proteínas.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El ácido ribonucleico:</b><br><br>A. Es monocatenario al igual que el ADN.<br>B. Presenta un extremo 3’ con un fosfato y un extremo 5’ con un OH.<br>C. Posee nucleótidos unidos por enlace de tipo fosfodiéster.<br>D. Está formado por los mismos nucleótidos que el ADN.<br>	"<b style=""color:green;'>✅ C. Posee nucleótidos unidos por enlace de tipo fosfodiéster.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El transporte de organoides y macromoléculas a lo largo de los microtúbulos es facilitado por las proteínas motoras:</b><br><br>A. Tropomiosina y desmina.<br>B. Miosina y actina.<br>C. Tubulina y profilina.<br>D. Quinesina y dineína.<br>	"<b style=""color:green;'>✅ D. Quinesina y dineína.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Las uniones oclusivas tienen como función:</b><br><br>A. Permitir el pasaje de iones y moléculas pequeñas entre las células involucradas.<br>B. Fijar las células a la matriz extracelular.<br>C. Unir estrechamente células vecinas, haciendo que estas formen una capa continua.<br>D. Permitir la unión entre las células vegetales.<br>	"<b style=""color:green;'>✅ C. Unir estrechamente células vecinas, haciendo que estas formen una capa continua.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La endocitosis es un mecanismo de transporte que:</b><br><br>A. Facilita el ingreso de moléculas pequeñas a través de la membrana.<br>B. No consume energía cuando ocurre.<br>C. Utiliza vesículas formadas por la membrana plasmática.<br>D. Utiliza proteínas transportadoras.<br>	"<b style=""color:green;'>✅ C. Utiliza vesículas formadas por la membrana plasmática.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La membrana plasmática está formada por:</b><br><br>A. Ácidos nucleicos, fosfolípidos e hidratos de carbono.<br>B. Fosfolípidos, proteínas e hidratos de carbono.<br>C. Esfingomielina, ácidos nucleicos y proteínas.<br>D. Celulosa, ácidos nucleicos y proteínas.<br>	"<b style=""color:green;'>✅ B. Fosfolípidos, proteínas e hidratos de carbono.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
